기준연도,학교종류,설립구분,지역,상태,학교,재학생수(A),총 실수,수용가능인원(B),실수용(내국인),실수용(외국인),실수용(비학위)외국인,지원자수(동일지역),지원자수(타지역),"의무식
여부",구분,건물명,준공연도,1인실실수,1인실식비,1인실기숙사비,2인실실수,2인실식비,2인실기숙사비,3인실실수,3인실식비,3인실기숙사비,4인실실수,4인실식비,4인실기숙사비
2021,대학교,사립,경남,기존,가야대학교(김해),"2,060",88,672,197,4,0,136,202,O,직영(구내),여자 기숙사,2009,0,0,0,0,0,0,0,0,0,88,"3,500","131,250"
2021,대학교,사립,경남,기존,가야대학교(김해),"2,060",80,672,183,10,0,97,196,O,직영(구내),군자관,2003,0,0,0,0,0,0,0,0,0,80,"3,500","128,571"
2021,대학교,사립,경기,기존,가천대학교,"20,671",98,"2,383",140,0,0,0,140,X,직영(구외),의과대학 기숙사,2019,2,0,"428,571",96,0,"326,786",0,0,0,0,0,0
2021,대학교,사립,경기,기존,가천대학교,"20,671",140,"2,383",339,3,0,1,665,X,직영(구내),보건과학대학학생생활관,2015,2,0,"424,779",68,0,"292,035",61,0,"207,080",9,0,"169,912"
2021,대학교,사립,경기,기존,가천대학교,"20,671",393,"2,383",843,0,0,0,"2,153",X,직영(구내),제2학생생활관,2017,4,0,"482,737",288,0,"343,790",0,0,0,101,0,"210,105"
2021,대학교,사립,경기,기존,가천대학교,"20,671",184,"2,383",3,94,44,0,264,X,직영(구내),제1학생생활관,2007,10,0,"466,947",35,0,"328,000",0,0,0,139,0,"199,579"
2021,대학교,사립,경기,기존,가천대학교,"20,671",44,"2,383",0,0,0,0,0,X,직영(구내),강화기숙사,1998,0,0,0,0,0,0,44,0,0,0,0,0
2021,대학교,사립,경기,기존,가천대학교,"20,671",40,"2,383",25,3,4,3,29,X,직영(구외),송도BRC학생생활관,2013,0,0,0,40,0,"223,009",0,0,0,0,0,0
2021,대학교,사립,강원,기존,가톨릭관동대학교,"7,561",57,"2,602",0,0,0,0,0,X,직영(구내),제4생활관,1980,0,0,0,37,0,"143,297",20,0,"143,297",0,0,0
2021,대학교,사립,강원,기존,가톨릭관동대학교,"7,561",108,"2,602",0,0,0,0,0,X,직영(구내),제2생활관,1999,0,0,0,0,0,0,0,0,0,108,0,"155,189"
2021,대학교,사립,강원,기존,가톨릭관동대학교,"7,561",221,"2,602",219,1,0,0,220,X,직영(구내),제5생활관,2004,0,0,0,106,0,"282,730",2,0,"188,487",113,0,"188,486"
2021,대학교,사립,강원,기존,가톨릭관동대학교,"7,561",76,"2,602",0,0,0,0,0,X,직영(구내),제1생활관,1992,0,0,0,0,0,0,0,0,0,76,0,"143,297"
2021,대학교,사립,강원,기존,가톨릭관동대학교,"7,561",24,"2,602",89,0,0,0,96,O,직영(구내),다윗관,2001,0,0,0,0,0,0,0,0,0,24,"4,500","99,448"
2021,대학교,사립,강원,기존,가톨릭관동대학교,"7,561",111,"2,602",0,0,0,0,0,X,직영(구내),제3생활관,2000,0,0,0,0,0,0,0,0,0,111,0,"155,189"
2021,대학교,사립,강원,기존,가톨릭관동대학교,"7,561",166,"2,602",146,6,1,0,153,X,직영(구내),제6생활관,2008,0,0,0,71,0,"282,730",0,0,0,95,0,"188,486"
2021,대학교,사립,충북,기존,가톨릭꽃동네대학교,428,57,197,39,0,0,6,33,X,임차,마리아의 집,1996,5,0,0,42,0,"234,511",10,0,0,0,0,0
2021,대학교,사립,충북,기존,가톨릭꽃동네대학교,428,39,197,0,0,0,0,0,X,직영(구내),요셉의 집,2009,0,0,0,39,0,"234,511",0,0,0,0,0,0
2021,대학교,사립,경기,기존,가톨릭대학교,"7,418",383,"1,242",927,101,5,0,"1,328",X,직영(구내),김수환관,2009,2,0,"325,565",105,0,"325,565",152,0,"275,629",124,0,"210,243"
2021,대학교,사립,경기,기존,가톨릭대학교,"7,418",54,"1,242",38,0,0,0,38,X,행복기숙사,청년주택(개봉동),2018,33,0,"290,188",21,0,"205,757",0,0,0,0,0,0
2021,대학교,사립,서울,기존,가톨릭대학교 _제2캠퍼스,"1,538",40,80,80,0,0,0,157,X,직영(구외),가톨릭대성의기숙사,2004,0,0,0,40,0,"228,729",0,0,0,0,0,0
2021,대학교,사립,서울,기존,가톨릭대학교 _제3캠퍼스,295,4,306,26,0,0,23,3,O,임차,양업관,1983,0,0,0,0,0,0,0,0,0,4,"2,800",0
2021,대학교,사립,서울,기존,가톨릭대학교 _제3캠퍼스,295,60,306,37,4,0,27,14,O,임차,수덕관,1991,60,"2,800",0,0,0,0,0,0,0,0,0,0
2021,대학교,사립,서울,기존,가톨릭대학교 _제3캠퍼스,295,60,306,52,0,0,40,12,O,임차,강학관,1991,60,"2,800",0,0,0,0,0,0,0,0,0,0
2021,대학교,사립,서울,기존,가톨릭대학교 _제3캠퍼스,295,150,306,78,1,0,56,23,O,직영(구내),대건관,1980,150,"2,800",0,0,0,0,0,0,0,0,0,0
2021,대학교,사립,서울,기존,감리교신학대학교,"1,327",150,300,144,5,0,0,149,X,직영(구내),장천생활관,2001,0,0,0,150,0,"202,703",0,0,0,0,0,0
2021,대학교,사립,경기,기존,강남대학교,"6,780",118,940,9,14,1,0,111,X,직영(구내),심전생활관 1관,1996,0,0,0,0,0,0,0,0,0,118,0,"159,487"
2021,대학교,사립,경기,기존,강남대학교,"6,780",234,940,22,0,0,2,304,X,직영(구내),콤플렉스센터(심전2관 기숙사),2007,0,0,0,234,0,"292,821",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강릉원주대학교,"5,802",33,"1,532",0,65,0,0,0,O,직영(구내),국제교류관,2012,1,"2,000","320,000",32,"2,000","230,811",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강릉원주대학교,"5,802",108,"1,532",216,0,0,0,0,O,직영(구내),명진관,2007,0,0,0,108,"2,000","189,189",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강릉원주대학교,"5,802",392,"1,532",780,0,0,0,708,O,민자(BTL),율곡.사임당관,2009,4,"2,000","278,378",388,"2,000","189,189",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강릉원주대학교,"5,802",35,"1,532",70,0,0,0,0,O,직영(구내),이문관,1996,0,0,0,35,"2,000","129,730",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강릉원주대학교,"5,802",10,"1,532",20,0,0,0,0,O,민자(BTL),솔향관(기혼자실),2016,0,0,0,10,"2,000","320,000",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강릉원주대학교,"5,802",192,"1,532",381,0,0,0,20,O,민자(BTL),솔향관,2016,3,"2,000","320,000",189,"2,000","230,811",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강릉원주대학교 _제2캠퍼스,"2,132",86,625,172,0,0,0,82,O,직영(구내),청송관,2002,0,0,0,86,"2,000","177,911",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강릉원주대학교 _제2캠퍼스,"2,132",77,625,157,0,0,0,0,O,직영(구내),예솔관,1989,1,"2,000","163,511",76,"2,000","163,511",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강릉원주대학교 _제2캠퍼스,"2,132",151,625,298,2,0,0,225,O,민자(BTL),해솔관,2017,2,"2,000","241,811",149,"2,000","241,811",0,0,0,0,0,0
2021,대학교,사립,서울,기존,강서대학교,"1,654",32,96,24,0,0,5,38,X,직영(구내),진리관,1990,0,0,0,0,0,0,32,0,"169,565",0,0,0
2021,대학교,국립,강원,기존,강원대학교,"15,464",52,"4,386",61,0,0,0,61,X,직영(구내),율곡관,1983,0,0,0,52,0,"153,106",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강원대학교,"15,464",95,"4,386",0,0,0,285,0,X,직영(구내),퇴계관,1986,0,0,0,0,0,0,95,0,"117,993",0,0,0
2021,대학교,국립,강원,기존,강원대학교,"15,464",61,"4,386",0,0,0,183,0,X,직영(구내),난지원,1980,0,0,0,0,0,0,61,0,"117,993",0,0,0
2021,대학교,국립,강원,기존,강원대학교,"15,464",82,"4,386",0,0,0,162,0,X,직영(구내),국제인재양성관,2010,1,0,"182,850",81,0,"182,850",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강원대학교,"15,464",505,"4,386",835,77,0,0,"1,650",O,민자(BTL),이룸관,2019,10,"3,600","162,565",495,"3,600","162,565",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강원대학교,"15,464",66,"4,386",14,101,0,9,115,X,직영(구내),국제생활관,2006,0,0,0,60,0,"160,405",0,0,0,6,0,"462,450"
2021,대학교,국립,강원,기존,강원대학교,"15,464",100,"4,386",0,0,0,200,0,X,직영(구내),예지원,2000,0,0,0,100,0,"131,806",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강원대학교,"15,464",110,"4,386",19,0,0,201,19,X,직영(구내),다산관,2000,0,0,0,110,0,"131,806",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강원대학교,"15,464",65,"4,386",0,0,0,195,0,X,직영(구내),국지원,1988,0,0,0,0,0,0,65,0,"117,993",0,0,0
2021,대학교,국립,강원,기존,강원대학교,"15,464",952,"4,386","1,793",0,0,0,"2,488",O,민자(BTL),새롬관,2009,12,"3,600","153,106",940,"3,600","153,106",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,"5,854",150,"2,620",212,0,0,2,"1,304",X,직영(구내),해솔관,2011,0,0,0,150,0,"241,598",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,"5,854",124,"2,620",0,0,0,0,0,X,직영(구외),도원관,2009,0,0,0,0,0,0,0,0,0,124,0,0
2021,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,"5,854",163,"2,620",0,0,0,6,805,X,직영(구내),언장관,1990,0,0,0,163,0,"179,790",0,0,0,0,0,0
2021,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,"5,854",55,"2,620",169,2,0,2,"1,362",X,직영(구내),두타관,2004,0,0,0,0,0,0,0,0,0,55,0,"202,936"
2021,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,"5,854",93,"2,620",0,0,0,0,0,X,직영(구내),황조관,2010,0,0,0,0,0,0,84,0,0,9,0,0
2021,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,"5,854",320,"2,620",309,0,0,23,286,X,임차,가온관,2016,4,0,"254,251",316,0,"254,251",0,0,0,0,0,0
2021,대학교,사립,서울,기존,건국대학교,"17,544","1,134","3,309",953,162,89,52,"1,583",X,민자(BTO),민자1,2006,191,0,"619,044",943,0,"404,087",0,0,0,0,0,0
2021,대학교,사립,서울,기존,건국대학교,"17,544",38,"3,309",44,7,5,5,52,X,직영(구내),글로벌홀,1996,1,0,"619,044",37,0,"404,087",0,0,0,0,0,0
2021,대학교,사립,서울,기존,건국대학교,"17,544",49,"3,309",78,0,0,49,45,O,직영(구내),일우헌,1988,0,0,0,0,0,0,0,0,0,49,"2,000",0
2021,대학교,사립,서울,기존,건국대학교,"17,544",507,"3,309",671,12,0,29,"1,161",X,민자(BTO),민자2,2010,53,0,"651,652",454,0,"425,217",0,0,0,0,0,0
2021,대학교,사립,충북,기존,건국대학교(글로컬) _분교,"7,348",411,"2,338",727,13,0,0,939,O,직영(구내),모시래학사,1984,0,0,0,29,"2,500","257,143",32,0,0,350,"2,500","257,143"
2021,대학교,사립,충북,기존,건국대학교(글로컬) _분교,"7,348",348,"2,338",318,8,0,0,426,X,민자(BTO),해오름,2006,0,0,0,260,0,"383,803",88,0,0,0,0,0
2021,대학교,사립,충남,기존,건양대학교,"3,277",65,"1,160",79,0,0,1,159,X,직영(구내),반야학사,1991,4,0,"263,551",61,0,"204,673",0,0,0,0,0,0
2021,대학교,사립,충남,기존,건양대학교,"3,277",22,"1,160",0,0,0,0,0,X,직영(구내),산학취업본부,2004,0,0,0,22,0,"221,495",0,0,0,0,0,0
2021,대학교,사립,충남,기존,건양대학교,"3,277",109,"1,160",187,0,0,3,228,X,직영(구내),봉소학사,2002,0,0,0,109,0,"204,673",0,0,0,0,0,0
2021,대학교,사립,충남,기존,건양대학교,"3,277",134,"1,160",153,0,0,1,269,X,직영(구내),현암학사,1998,0,0,0,134,0,"204,673",0,0,0,0,0,0
2021,대학교,사립,충남,기존,건양대학교,"3,277",157,"1,160",109,3,85,0,194,X,직영(구내),선행화학사,2008,0,0,0,157,0,"221,495",0,0,0,0,0,0
2021,대학교,사립,충남,기존,건양대학교,"3,277",95,"1,160",63,0,0,1,113,X,직영(구내),구연학사,1995,0,0,0,95,0,"204,673",0,0,0,0,0,0
2021,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,"3,819",174,"1,200",220,0,0,13,304,X,직영(구내),담곡학사,2011,0,0,0,174,0,"229,907",0,0,0,0,0,0
2021,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,"3,819",228,"1,200",253,2,0,8,455,X,직영(구내),청림학사,2013,0,0,0,228,0,"229,907",0,0,0,0,0,0
2021,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,"3,819",198,"1,200",304,0,0,28,437,X,직영(구내),간호대학기숙사,2017,0,0,0,198,0,"229,907",0,0,0,0,0,0
2021,대학교,사립,경기,기존,경기대학교,"12,368",50,"2,216",92,0,42,0,134,O,직영(구내),한우리관,1989,0,0,0,0,0,0,0,0,0,50,0,"240,652"
2021,대학교,사립,경기,기존,경기대학교,"12,368","1,058","2,216",573,25,0,17,938,X,민자(BTO),경기드림타워,2011,100,0,"550,710",958,0,"385,610",0,0,0,0,0,0
2021,대학교,사립,서울,기존,경기대학교 _제2캠퍼스,"2,673",0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2021,대학교,사립,경남,기존,경남대학교,"11,238",11,"1,653",27,0,0,0,27,X,직영(구내),야구부숙소,1997,0,0,0,0,0,0,11,0,0,0,0,0
2021,대학교,사립,경남,기존,경남대학교,"11,238",329,"1,653",615,37,18,78,"1,075",O,직영(구내),제1한마생활관,1995,0,0,0,307,"3,300","173,727",20,"3,300","173,727",2,0,0
2021,대학교,사립,경남,기존,경남대학교,"11,238",33,"1,653",156,0,0,28,128,O,직영(구내),건화아파트,1993,0,0,0,0,0,0,0,0,0,33,"3,300","113,182"
2021,대학교,사립,경남,기존,경남대학교,"11,238",117,"1,653",234,0,0,30,301,O,직영(구내),제3한마생활관,2013,0,0,0,117,"3,300","190,091",0,0,0,0,0,0
2021,대학교,사립,경남,기존,경남대학교,"11,238",252,"1,653",435,57,15,64,737,O,직영(구내),제2한마생활관,2004,0,0,0,246,"3,300","177,000",0,0,0,6,"3,300","177,000"
2021,대학교,사립,강원,기존,경동대학교,721,0,342,0,0,0,0,0,X,직영(구내),양현원,2002,0,0,0,0,0,0,0,0,0,0,0,0
2021,대학교,사립,강원,기존,경동대학교,721,171,342,75,150,1,0,226,O,직영(구내),숭례원,1999,0,0,0,171,"4,000","187,826",0,0,0,0,0,0
2021,대학교,사립,강원,기존,경동대학교 _제2캠퍼스,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2021,대학교,사립,강원,기존,경동대학교 _제3캠퍼스,"3,990",250,"1,016",487,0,0,10,897,O,행복기숙사,양덕원 B동,2016,3,"4,000","230,000",247,"4,000","230,000",0,0,0,0,0,0
2021,대학교,사립,강원,기존,경동대학교 _제3캠퍼스,"3,990",261,"1,016",514,0,0,10,898,O,행복기숙사,양덕원 A동,2015,3,"4,000","230,000",258,"4,000","230,000",0,0,0,0,0,0
2021,대학교,사립,경기,기존,경동대학교 _제4캠퍼스,"2,779",250,497,497,0,0,1,493,O,직영(구내),양현원,2016,3,"4,000","255,414",247,"4,000","255,414",0,0,0,0,0,0
2021,대학교,국립,대구,기존,경북대학교,"25,167",680,"6,930","1,157",1,0,142,781,X,민자(BTL),첨성관(I),2009,0,0,0,680,0,"155,579",0,0,0,0,0,0
2021,대학교,국립,대구,기존,경북대학교,"25,167",25,"6,930",0,0,0,0,0,X,직영(구내),면학관(G),1996,25,0,"181,658",0,0,0,0,0,0,0,0,0
2021,대학교,국립,대구,기존,경북대학교,"25,167",605,"6,930","1,100",0,0,325,"2,966",X,민자(BTL),누리관(K),2019,16,0,"309,447",589,0,"176,474",0,0,0,0,0,0
2021,대학교,국립,대구,기존,경북대학교,"25,167",163,"6,930",0,104,128,0,283,X,직영(구내),화목관(F),2000,0,0,0,163,0,"138,605",0,0,0,0,0,0
2021,대학교,국립,대구,기존,경북대학교,"25,167",97,"6,930",150,0,0,24,158,X,직영(구내),봉사관(D),1997,3,0,"181,658",89,0,"138,605",5,0,"138,605",0,0,0
2021,대학교,국립,대구,기존,경북대학교,"25,167",142,"6,930",173,0,0,19,224,X,직영(구내),긍지관(B),1982,0,0,0,5,0,"138,605",0,0,0,137,0,"138,605"
2021,대학교,국립,대구,기존,경북대학교,"25,167",135,"6,930",197,0,0,19,160,X,직영(구내),성실관(A),1989,0,0,0,135,0,"138,605",0,0,0,0,0,0
2021,대학교,국립,대구,기존,경북대학교,"25,167",27,"6,930",0,0,0,0,0,X,직영(구내),간호대학 생활관,1971,1,0,0,20,0,0,3,0,0,3,0,0
2021,대학교,국립,대구,기존,경북대학교,"25,167",54,"6,930",133,0,0,0,115,X,직영(구내),자주관,2003,1,0,"132,161",0,0,0,0,0,0,53,0,"88,098"
2021,대학교,국립,대구,기존,경북대학교,"25,167",99,"6,930",185,1,0,0,548,X,직영(구내),청운관,2014,3,0,"230,170",96,0,"153,429",0,0,0,0,0,0
2021,대학교,국립,대구,기존,경북대학교,"25,167",91,"6,930",166,0,0,0,175,X,직영(구내),창조관,1990,1,0,"168,804",90,0,"112,527",0,0,0,0,0,0
2021,대학교,국립,대구,기존,경북대학교,"25,167",159,"6,930",248,2,0,0,430,X,직영(구내),노악관,2014,4,0,"230,170",155,0,"153,429",0,0,0,0,0,0
2021,대학교,국립,대구,기존,경북대학교,"25,167",136,"6,930",363,0,0,0,226,X,직영(구내),근면경애관,2003,15,0,"202,446",51,0,"134,946",0,0,0,70,0,"112,527"
2021,대학교,국립,대구,기존,경북대학교,"25,167",81,"6,930",146,0,0,7,85,X,직영(구내),진리관(E),2000,0,0,0,76,0,"138,605",5,0,"138,605",0,0,0
2021,대학교,국립,대구,기존,경북대학교,"25,167",212,"6,930",199,7,0,91,224,X,민자(BTL),명의관,2009,92,0,"264,378",120,0,"155,578",0,0,0,0,0,0
2021,대학교,국립,대구,기존,경북대학교,"25,167",107,"6,930",89,0,0,12,132,X,직영(구내),협동관(C),1987,0,0,0,2,0,"138,605",0,0,0,105,0,"138,605"
2021,대학교,국립,대구,기존,경북대학교,"25,167",358,"6,930",464,0,0,64,514,X,직영(구내),향토관(H),2006,0,0,0,358,0,"155,579",0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",197,"4,803",149,1,0,0,546,X,민자(BTL),제3생활관(실천관),2017,197,0,"243,149",0,0,0,0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",111,"4,803",0,0,0,0,0,X,직영(구내),제4생활관(창의관),2009,111,0,"269,144",0,0,0,0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",119,"4,803",0,0,0,0,0,X,직영(구내),제1생활관(자각관),1990,119,0,"175,244",0,0,0,0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",46,"4,803",0,0,0,0,0,X,직영(구내),제2생활관(탐구관),1977,46,0,"175,244",0,0,0,0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",36,"4,803",68,0,0,0,77,O,직영(구내),LG개척관동,2005,0,0,0,36,"3,400","146,100",0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",62,"4,803",117,0,0,0,237,O,민자(BTL),생활관4동,1995,1,"3,400","272,400",61,"3,400","175,800",0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",61,"4,803",113,0,0,0,176,O,민자(BTL),생활관3동,1990,0,0,0,61,"3,400","175,800",0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",365,"4,803",646,9,0,0,890,O,민자(BTL),생활관9동,2009,14,"3,400","242,100",351,"3,400","149,400",0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",262,"4,803",431,4,7,0,580,O,직영(구내),"생활관6,7동",2003,0,0,0,262,"3,400","146,100",0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",365,"4,803",632,10,0,0,790,O,민자(BTL),생활관8동,2009,14,"3,400","242,100",351,"3,400","149,400",0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",217,"4,803",347,16,2,0,655,O,민자(BTL),생활관10동,2015,24,"3,400","255,600",193,"3,400","165,000",0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",195,"4,803",229,0,0,8,265,O,민자(BTL),홍지관,2009,135,"2,500","350,700",60,"2,500","195,300",0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",64,"4,803",59,0,0,0,59,O,직영(구내),경양관1호,1977,0,0,0,11,"2,600","174,900",53,"2,600","81,000",0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",95,"4,803",86,1,0,0,87,O,직영(구내),경양관2호,1992,3,"2,600","95,400",82,"2,600","95,400",8,"2,600","81,000",2,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",147,"4,803",262,2,0,0,418,O,직영(구내),생활관5동,1999,0,0,0,147,"3,400","142,500",0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",197,"4,803",339,18,0,0,609,O,민자(BTL),생활관11동,2015,4,"3,400","255,600",193,"3,400","165,000",0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",57,"4,803",56,0,0,0,56,O,직영(구내),경양관3호,2011,0,0,0,57,"2,600","161,100",0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",52,"4,803",95,0,0,0,147,O,민자(BTL),생활관2동,1989,2,"3,400","272,400",50,"3,400","175,800",0,0,0,0,0,0
2021,대학교,국립,경남,기존,경상국립대학교,"19,897",56,"4,803",105,0,0,0,142,O,민자(BTL),생활관1동,1989,0,0,0,56,"3,400","175,800",0,0,0,0,0,0
2021,대학교,사립,부산,기존,경성대학교,"12,799",1,"1,440",5,0,0,2,3,X,직영(구외),체육부(레슬링) 307호 숙소,1980,0,0,0,0,0,0,0,0,0,1,0,0
2021,대학교,사립,부산,기존,경성대학교,"12,799",388,"1,440",132,21,0,19,517,X,직영(구내),28호관,2006,4,0,"373,009",384,0,"239,629",0,0,0,0,0,0
2021,대학교,사립,부산,기존,경성대학교,"12,799",1,"1,440",10,0,0,2,8,X,직영(구외),체육부(야구) 201호 숙소,1980,0,0,0,0,0,0,0,0,0,1,0,0
2021,대학교,사립,부산,기존,경성대학교,"12,799",1,"1,440",8,0,0,0,8,X,직영(구내),체육부(야구) 주택 숙소,1970,0,0,0,0,0,0,0,0,0,1,0,0
2021,대학교,사립,부산,기존,경성대학교,"12,799",312,"1,440",159,0,0,50,810,X,직영(구내),29호관,2015,4,0,"373,009",308,0,"249,558",0,0,0,0,0,0
2021,대학교,사립,부산,기존,경성대학교,"12,799",1,"1,440",10,0,0,3,7,X,직영(구내),체육부(레슬링) 주택 숙소,1976,0,0,0,0,0,0,0,0,0,1,0,0
2021,대학교,사립,부산,기존,경성대학교,"12,799",1,"1,440",7,0,0,1,6,X,직영(구외),체육부(야구) 202호 숙소,1980,0,0,0,0,0,0,0,0,0,1,0,0
2021,대학교,사립,경북,기존,경운대학교,"4,461",15,"1,511",0,0,0,0,0,X,직영(구내),학사생활관A동,1998,0,0,0,15,0,0,0,0,0,0,0,0
2021,대학교,사립,경북,기존,경운대학교,"4,461",49,"1,511",36,0,0,8,134,X,직영(구내),학생생활관B동,2001,0,0,0,0,0,0,0,0,0,49,0,"125,455"
2021,대학교,사립,경북,기존,경운대학교,"4,461",151,"1,511",156,0,0,9,353,X,직영(구내),학생생활관D동,2006,0,0,0,151,0,"174,546",0,0,0,0,0,0
2021,대학교,사립,경북,기존,경운대학교,"4,461",76,"1,511",126,0,0,0,348,X,직영(구내),학생생활관E동,2010,0,0,0,76,0,"174,546",0,0,0,0,0,0
2021,대학교,사립,경북,기존,경운대학교,"4,461",2,"1,511",0,0,0,0,0,X,임차,간호학생활관(남),2011,0,0,0,0,0,0,0,0,0,2,0,0
2021,대학교,사립,경북,기존,경운대학교,"4,461",15,"1,511",0,0,0,0,0,X,직영(구내),학사생활관C동,1999,0,0,0,15,0,0,0,0,0,0,0,0
2021,대학교,사립,경북,기존,경운대학교,"4,461",15,"1,511",0,0,0,0,0,X,직영(구내),학사생활관D동,1998,0,0,0,15,0,0,0,0,0,0,0,0
2021,대학교,사립,경북,기존,경운대학교,"4,461",56,"1,511",18,0,0,0,18,X,직영(구외),나이팅게일관,2013,0,0,0,0,0,0,56,0,"168,421",0,0,0
2021,대학교,사립,경북,기존,경운대학교,"4,461",83,"1,511",130,0,0,6,193,X,직영(구내),학생생활관A동,2000,0,0,0,50,0,"147,273",33,0,"139,091",0,0,0
2021,대학교,사립,경북,기존,경운대학교,"4,461",4,"1,511",0,0,0,0,0,X,직영(구외),간호학과생활관,2009,0,0,0,0,0,0,0,0,0,4,0,0
2021,대학교,사립,경북,기존,경운대학교,"4,461",15,"1,511",0,0,0,0,0,X,직영(구내),학사생활관B동,2000,0,0,0,15,0,0,0,0,0,0,0,0
2021,대학교,사립,경북,기존,경운대학교,"4,461",80,"1,511",130,0,0,4,97,X,직영(구내),학생생활관C동,2002,0,0,0,0,0,0,0,0,0,80,0,"125,455"
2021,대학교,사립,경북,기존,경운대학교,"4,461",15,"1,511",6,0,0,0,0,X,직영(구내),학사생활관E동,2000,0,0,0,15,0,0,0,0,0,0,0,0
2021,교육대학,국립,인천,기존,경인교육대학교,"1,507",94,522,0,0,0,0,364,X,직영(구내),제1생활관,1994,0,0,0,94,0,"165,000",0,0,0,0,0,0
2021,교육대학,국립,인천,기존,경인교육대학교,"1,507",72,522,0,0,0,0,202,X,민자(BTL),제3생활관,2009,0,0,0,72,0,"246,102",0,0,0,0,0,0
2021,교육대학,국립,인천,기존,경인교육대학교,"1,507",95,522,0,0,0,0,184,X,직영(구내),제2생활관,1999,0,0,0,95,0,"165,000",0,0,0,0,0,0
2021,교육대학,국립,경기,기존,경인교육대학교 _제2캠퍼스,"1,330",190,692,288,0,0,0,489,X,민자(BTL),예림2생활관,2017,0,0,0,190,0,"250,424",0,0,0,0,0,0
2021,교육대학,국립,경기,기존,경인교육대학교 _제2캠퍼스,"1,330",52,692,0,0,0,0,298,X,직영(구내),예림1생활관,2006,0,0,0,0,0,0,0,0,0,52,0,"175,169"
2021,대학교,사립,경북,기존,경일대학교,"7,043",188,"1,626",262,22,2,24,401,X,직영(구내),목련관,2008,0,0,0,158,0,"174,107",30,0,"122,946",0,0,0
2021,대학교,사립,경북,기존,경일대학교,"7,043",266,"1,626",472,0,0,13,894,X,직영(구내),일청관,2013,0,0,0,266,0,"238,393",0,0,0,0,0,0
2021,대학교,사립,경북,기존,경일대학교,"7,043",52,"1,626",94,0,0,0,111,X,직영(구내),지성관,2003,0,0,0,0,0,0,2,0,"163,393",50,0,"163,393"
2021,대학교,사립,경북,기존,경일대학교,"7,043",121,"1,626",144,23,57,113,240,X,직영(구내),웅비관,1999,0,0,0,1,0,"141,964",0,0,0,120,0,"141,964"
2021,대학교,사립,경북,기존,경주대학교,783,210,420,420,0,0,0,92,O,직영(구내),원석생활관,2004,0,0,0,210,"3,500","180,000",0,0,0,0,0,0
