기준연도,학교종류,설립구분,지역,상태,학교,재학생수(A),총 실수,수용가능인원(B),실수용(내국인),실수용(외국인),실수용(비학위)외국인,지원자수(동일지역),지원자수(타지역),"의무식
여부",구분,건물명,준공연도,1인실실수,1인실식비,1인실기숙사비,2인실실수,2인실식비,2인실기숙사비,3인실실수,3인실식비,3인실기숙사비,4인실실수,4인실식비,4인실기숙사비
2021,대학교,사립,충북,기존,세명대학교,"7,425",122,"3,320",78,63,27,65,78,X,직영(구내),예지학사,1991,0,0,0,81,0,"216,216",8,0,"216,216",33,0,"162,162"
2021,대학교,사립,충북,기존,세명대학교,"7,425",239,"3,320",37,77,24,94,41,X,직영(구내),청풍학사,2008,13,0,"366,216",226,0,"216,216",0,0,0,0,0,0
2021,대학교,사립,충북,기존,세명대학교,"7,425",106,"3,320",0,0,0,0,0,X,직영(구내),인성학사,2006,2,0,"364,865",7,0,"216,216",0,0,0,97,0,"216,216"
2021,대학교,사립,서울,기존,세종대학교,"13,720",4,"1,511",0,0,0,0,0,X,직영(구외),기숙사(군자동287),1978,0,0,0,4,0,"213,684",0,0,0,0,0,0
2021,대학교,사립,서울,기존,세종대학교,"13,720",26,"1,511",0,0,0,0,0,X,직영(구외),기숙사(사임당),2008,0,0,0,26,0,"297,895",0,0,0,0,0,0
2021,대학교,사립,서울,기존,세종대학교,"13,720",28,"1,511",0,19,0,0,19,X,직영(구외),기숙사(코지빌),1995,1,0,"213,684",0,0,0,27,0,"213,684",0,0,0
2021,대학교,사립,서울,기존,세종대학교,"13,720",10,"1,511",0,0,0,0,0,X,직영(구외),기숙사(파크빌),2002,0,0,0,1,0,"213,684",0,0,0,9,0,"213,684"
2021,대학교,사립,서울,기존,세종대학교,"13,720",360,"1,511",676,0,0,0,"1,602",X,행복기숙사,기숙사(새날관),2015,4,0,"136,947",356,0,"273,877",0,0,0,0,0,0
2021,대학교,사립,서울,기존,세종대학교,"13,720",4,"1,511",0,3,0,0,3,X,직영(구외),기숙사(군자동366-10),1969,0,0,0,0,0,0,4,0,"213,684",0,0,0
2021,대학교,사립,서울,기존,세종대학교,"13,720",2,"1,511",0,0,0,0,0,X,직영(구외),기숙사(군자동372-3),1992,0,0,0,2,0,"213,684",0,0,0,0,0,0
2021,대학교,사립,서울,기존,세종대학교,"13,720",6,"1,511",0,0,0,0,0,X,직영(구외),기숙사(군자동373-3),1993,1,0,"213,684",4,0,"213,684",1,0,"213,684",0,0,0
2021,대학교,사립,서울,기존,세종대학교,"13,720",19,"1,511",0,13,0,0,13,X,직영(구외),기숙사(삼성하이츠),1996,0,0,0,0,0,0,18,0,"213,684",1,0,"213,684"
2021,대학교,사립,서울,기존,세종대학교,"13,720",4,"1,511",0,0,0,0,0,X,직영(구외),기숙사(군자동130-30),1994,2,0,"213,684",2,0,"213,684",0,0,0,0,0,0
2021,대학교,사립,서울,기존,세종대학교,"13,720",3,"1,511",0,0,0,0,0,X,직영(구외),기숙사(능동250-26),1974,0,0,0,1,0,"213,684",0,0,0,2,0,"213,684"
2021,대학교,사립,서울,기존,세종대학교,"13,720",8,"1,511",0,0,0,0,0,X,직영(구내),기숙사(군자동277),1976,0,0,0,7,0,"213,684",0,0,0,1,0,"213,684"
2021,대학교,사립,서울,기존,세종대학교,"13,720",7,"1,511",0,0,0,0,0,X,직영(구외),기숙사(군자동261),1978,0,0,0,4,0,"213,684",0,0,0,3,0,"213,684"
2021,대학교,사립,서울,기존,세종대학교,"13,720",82,"1,511",0,22,52,0,74,X,직영(구내),기숙사(광개토관),2005,0,0,0,0,0,0,41,0,"255,790",41,0,"210,526"
2021,대학교,사립,서울,기존,세종대학교,"13,720",7,"1,511",0,0,0,0,0,X,직영(구외),기숙사(능동243-10),1991,1,0,"213,684",2,0,"213,684",0,0,0,4,0,"213,684"
2021,대학교,사립,서울,기존,세종대학교,"13,720",8,"1,511",0,0,0,0,0,X,직영(구내),기숙사(군자동290),1977,1,0,"213,684",5,0,"213,684",0,0,0,2,0,"213,684"
2021,대학교,사립,서울,기존,세종대학교,"13,720",28,"1,511",3,0,0,0,3,X,직영(구내),새날관,2015,0,0,0,3,0,"252,632",0,0,0,25,0,"252,632"
2021,대학교,사립,서울,기존,세종대학교,"13,720",6,"1,511",0,0,0,0,0,X,직영(구외),기숙사(군자동130-34),1989,2,0,"213,684",4,0,"213,684",0,0,0,0,0,0
2021,대학교,사립,서울,기존,세종대학교,"13,720",6,"1,511",0,0,0,0,0,X,직영(구외),기숙사(군자동130-31),1971,2,0,"213,684",2,0,"213,684",1,0,"213,684",1,0,"213,684"
2021,대학교,사립,서울,기존,세종대학교,"13,720",3,"1,511",0,2,0,0,2,X,직영(구외),기숙사(군자동115-20),1977,0,0,0,3,0,"213,684",0,0,0,0,0,0
2021,대학교,사립,서울,기존,세종대학교,"13,720",7,"1,511",0,0,0,0,0,X,직영(구외),기숙사(군자동373-1),1993,3,0,"213,684",3,0,"213,684",1,0,"213,684",0,0,0
2021,대학교,사립,전남,기존,세한대학교,"3,601",125,"1,266",176,1,3,31,138,O,직영(구내),무등학사,2002,38,"3,200","320,660",87,"3,200","214,528",0,0,0,0,0,0
2021,대학교,사립,전남,기존,세한대학교,"3,601",81,"1,266",142,0,0,31,103,X,직영(구내),왕인학사,1996,0,0,0,0,0,0,81,0,"66,667",0,0,0
2021,대학교,사립,전남,기존,세한대학교,"3,601",156,"1,266",219,8,17,56,171,O,직영(구내),국제학사,2007,47,"3,200","320,660",109,"3,200","214,528",0,0,0,0,0,0
2021,대학교,사립,전남,기존,세한대학교,"3,601",157,"1,266",296,14,4,4,292,O,직영(구내),생활관(교학재1),2014,0,0,0,157,"3,500","261,923",0,0,0,0,0,0
2021,대학교,사립,전남,기존,세한대학교,"3,601",116,"1,266",232,0,0,3,224,O,직영(구내),생활관(교학재2),2017,0,0,0,116,"3,500","290,769",0,0,0,0,0,0
2021,대학교,사립,광주,기존,송원대학교,"3,049",16,393,0,51,0,0,51,X,임차,원룸(세움주택D),2020,0,0,0,0,0,0,15,0,"176,087",1,0,"176,087"
2021,대학교,사립,광주,기존,송원대학교,"3,049",15,393,48,0,0,0,48,X,임차,원룸(송원학사1),2018,0,0,0,0,0,0,14,0,"212,389",1,0,"212,389"
2021,대학교,사립,광주,기존,송원대학교,"3,049",99,393,162,0,0,0,162,X,행복기숙사,송원학사,2016,2,0,"218,124",90,0,"218,124",0,0,0,7,0,"172,248"
2021,대학교,사립,광주,기존,송원대학교,"3,049",15,393,24,0,0,0,37,X,임차,원룸(송원학사2),2018,0,0,0,0,0,0,14,0,"212,389",1,0,"212,389"
2021,대학교,사립,광주,기존,송원대학교,"3,049",12,393,26,0,0,0,26,X,임차,원룸(리스테이),2018,0,0,0,0,0,0,12,0,"212,389",0,0,0
2021,대학교,사립,경기,기존,수원가톨릭대학교,182,126,249,164,0,0,9,142,O,직영(구내),기숙사,1995,104,"2,790","606,193",0,0,0,0,0,0,22,"2,790","606,193"
2021,대학교,사립,경기,기존,수원대학교,"9,076",69,"1,054",56,0,0,0,143,X,직영(구내),글로벌경상관,2016,0,0,0,69,0,"441,177",0,0,0,0,0,0
2021,대학교,사립,경기,기존,수원대학교,"9,076",396,"1,054",284,0,0,3,510,X,직영(구내),고운학사,2000,0,0,0,334,0,"279,412",0,0,0,62,0,"279,412"
2021,대학교,사립,서울,기존,숙명여자대학교,"10,744",16,"1,282",0,1,3,0,4,X,직영(구내),국제2관(매화국제관),1999,6,0,"390,000",10,0,"260,000",0,0,0,0,0,0
2021,대학교,사립,서울,기존,숙명여자대학교,"10,744",12,"1,282",0,2,9,0,11,X,직영(구내),국제5관,2009,2,0,"390,000",3,0,"260,000",5,0,"180,000",2,0,"180,000"
2021,대학교,사립,서울,기존,숙명여자대학교,"10,744",13,"1,282",0,8,0,0,8,X,직영(구내),국제6B관,1999,0,0,0,13,0,"260,000",0,0,0,0,0,0
2021,대학교,사립,서울,기존,숙명여자대학교,"10,744",9,"1,282",0,4,3,0,7,X,직영(구내),국제6F관,1995,2,0,"390,000",7,0,"260,000",0,0,0,0,0,0
2021,대학교,사립,서울,기존,숙명여자대학교,"10,744",4,"1,282",9,0,0,4,12,X,행복기숙사,홍제동 대학생 연합기숙사,2012,0,0,0,3,0,"283,350",0,0,0,1,0,"214,200"
2021,대학교,사립,서울,기존,숙명여자대학교,"10,744",278,"1,282",266,0,0,19,509,X,직영(구내),명재관,2008,3,0,"294,000",275,0,"441,000",0,0,0,0,0,0
2021,대학교,사립,서울,기존,숙명여자대학교,"10,744",13,"1,282",14,0,0,0,21,X,임차,숙명여자대학교 동문회관,2018,6,0,"694,565",6,0,"469,565",1,0,"410,870",0,0,0
2021,대학교,사립,서울,기존,숙명여자대학교,"10,744",78,"1,282",199,0,0,5,414,X,임차,트윈시티,2015,0,0,0,34,0,"625,314",44,0,"442,589",0,0,0
2021,대학교,사립,서울,기존,숙명여자대학교,"10,744",74,"1,282",16,0,0,0,44,X,행복기숙사,한국장학재단-은행권 대학생 연합생활관,2017,0,0,0,74,0,"154,286",0,0,0,0,0,0
2021,대학교,사립,서울,기존,숙명여자대학교,"10,744",47,"1,282",0,27,10,0,34,X,직영(구내),국제1관(백로국제관),1999,0,0,0,24,0,"260,000",20,0,"180,000",3,0,"180,000"
2021,대학교,사립,서울,기존,숙명여자대학교,"10,744",34,"1,282",0,3,25,0,28,X,직영(구내),인재관,2004,4,0,"390,000",14,0,"260,000",13,0,"240,000",3,0,"180,000"
2021,대학교,사립,서울,기존,숙명여자대학교,"10,744",21,"1,282",0,0,0,0,0,X,직영(구내),국제7관,1997,0,0,0,14,0,"260,000",7,0,"180,000",0,0,0
2021,각종학교(대학),사립,충북,기존,순복음총회신학교,171,16,160,0,0,0,0,0,X,직영(구내),기숙사,1996,0,0,0,0,0,0,0,0,0,16,0,0
2021,대학교,국립,전남,기존,순천대학교,"7,033",27,"2,141",53,0,0,21,52,O,직영(구내),우정원,1997,1,0,0,26,"1,940",0,0,0,0,0,0,0
2021,대학교,국립,전남,기존,순천대학교,"7,033",270,"2,141",353,79,90,22,514,O,직영(구내),향림관,2002,0,0,0,270,"1,940","120,600",0,0,0,0,0,0
2021,대학교,국립,전남,기존,순천대학교,"7,033",257,"2,141",502,0,0,11,636,O,민자(BTL),진리관,2008,3,"2,150","165,000",254,"2,150","165,000",0,0,0,0,0,0
2021,대학교,국립,전남,기존,순천대학교,"7,033",150,"2,141",285,1,13,11,443,O,민자(BTL),웅지관,2018,0,0,0,150,"1,940","231,900",0,0,0,0,0,0
2021,대학교,국립,전남,기존,순천대학교,"7,033",114,"2,141",228,0,0,8,276,O,직영(구내),청운관,1994,0,0,0,114,"1,940","107,400",0,0,0,0,0,0
2021,대학교,국립,전남,기존,순천대학교,"7,033",256,"2,141",437,0,0,9,535,O,민자(BTL),창조관,2008,3,"2,150","189,000",253,"2,150","177,901",0,0,0,0,0,0
2021,대학교,사립,충남,기존,순천향대학교,"10,935",492,"4,446",107,0,0,0,256,X,직영(구내),향설생활관2,2011,0,0,0,481,0,"248,654",11,0,0,0,0,0
2021,대학교,사립,충남,기존,순천향대학교,"10,935",12,"4,446",36,0,0,0,45,X,임차,부천의대생활관,2003,0,0,0,0,0,0,12,0,"46,392",0,0,0
2021,대학교,사립,충남,기존,순천향대학교,"10,935",14,"4,446",1,8,0,0,0,X,직영(구내),순천향의생명연구원별관,1993,8,0,0,6,0,0,0,0,0,0,0,0
2021,대학교,사립,충남,기존,순천향대학교,"10,935",240,"4,446",0,241,112,0,353,X,직영(구내),글로벌빌리지,2007,0,0,0,240,0,"206,410",0,0,0,0,0,0
2021,대학교,사립,충남,기존,순천향대학교,"10,935",7,"4,446",26,0,0,13,13,X,직영(구내),운동부생활관,1992,0,0,0,0,0,0,0,0,0,7,0,0
2021,대학교,사립,충남,기존,순천향대학교,"10,935",145,"4,446",123,0,0,0,189,X,직영(구내),학성사2,1979,0,0,0,137,0,"164,423",0,0,0,8,0,"145,962"
2021,대학교,사립,충남,기존,순천향대학교,"10,935",70,"4,446",20,112,0,0,182,X,직영(구내),학성사3,1999,0,0,0,0,0,0,0,0,0,70,0,"145,962"
2021,대학교,사립,충남,기존,순천향대학교,"10,935",522,"4,446",469,0,0,0,"1,185",X,직영(구내),향설생활관1,2015,0,0,0,522,0,"248,654",0,0,0,0,0,0
2021,대학교,사립,충남,기존,순천향대학교,"10,935",18,"4,446",18,0,0,0,23,X,직영(구외),천안의대생활관,2011,0,0,0,18,0,"46,392",0,0,0,0,0,0
2021,대학교,사립,충남,기존,순천향대학교,"10,935",125,"4,446",113,0,0,0,190,X,행복기숙사,천안행복연합기숙사,2019,0,0,0,125,0,"247,150",0,0,0,0,0,0
2021,대학교,사립,충남,기존,순천향대학교,"10,935",26,"4,446",7,24,0,0,31,X,직영(구내),순천향의생명연구원(SIMS),1993,1,0,"141,667",25,0,"141,667",0,0,0,0,0,0
2021,대학교,사립,충남,기존,순천향대학교,"10,935",262,"4,446",63,0,0,0,97,X,직영(구내),향설생활관3,2007,0,0,0,262,0,"232,212",0,0,0,0,0,0
2021,대학교,사립,충남,기존,순천향대학교,"10,935",99,"4,446",81,88,0,0,187,X,직영(구내),학성사1,1992,0,0,0,0,0,0,0,0,0,99,0,"145,962"
2021,대학교,사립,서울,기존,숭실대학교,"14,993",10,"1,736",28,0,0,6,22,O,직영(구내),백마관,1993,0,0,0,0,0,0,0,0,0,10,"3,442",0
2021,대학교,사립,서울,기존,숭실대학교,"14,993",699,"1,736",644,36,169,0,"1,284",X,민자(BTO),레지던스홀,2010,41,0,"565,000",648,0,"345,270",0,0,0,10,0,"277,811"
2021,대학교,사립,서울,기존,숭실대학교,"14,993",11,"1,736",0,5,0,0,5,X,직영(구외),세원빌라,1986,0,0,0,0,0,0,0,0,0,11,0,"406,486"
2021,대학교,사립,서울,기존,숭실대학교,"14,993",9,"1,736",0,2,0,0,2,X,직영(구내),대하빌라,1991,0,0,0,0,0,0,0,0,0,9,0,"406,486"
2021,대학교,사립,서울,기존,숭실대학교,"14,993",11,"1,736",9,0,0,0,9,X,직영(구외),에벤에셀하우스별관,1998,2,0,"453,567",3,0,"209,696",4,0,"195,318",2,0,"199,078"
2021,대학교,사립,서울,기존,숭실대학교,"14,993",52,"1,736",80,0,0,0,109,X,직영(구외),에벤에셀하우스,1986,2,0,"539,483",38,0,"295,690",0,0,0,12,0,"233,621"
2021,대학교,사립,서울,기존,숭실대학교,"14,993",30,"1,736",0,0,36,0,36,X,직영(구내),글로벌브레인홀,1998,0,0,0,24,0,"175,518",0,0,0,6,0,"141,293"
2021,대학교,사립,경기,기존,신경대학교,467,16,104,0,0,0,0,0,O,직영(구내),실습동,2010,0,0,0,0,0,0,0,0,0,16,"3,300","158,155"
2021,대학교,사립,경기,기존,신경대학교,467,10,104,0,0,0,0,0,O,직영(구내),본관동,2005,0,0,0,0,0,0,0,0,0,10,"3,300","158,155"
2021,대학교,사립,부산,기존,신라대학교,"8,523",166,"1,226",385,59,0,194,"1,150",O,직영(구내),글로벌타운,2010,0,0,0,88,"2,900","211,858",4,"2,900","211,858",74,"2,900","194,336"
2021,대학교,사립,부산,기존,신라대학교,"8,523",166,"1,226",151,90,0,52,807,O,직영(구내),백양생활관,2004,2,0,"271,460",76,"2,700","183,186",0,0,0,88,"2,700","118,142"
2021,대학교,사립,부산,기존,신라대학교,"8,523",105,"1,226",199,0,0,73,981,O,직영(구내),글로벌타운(C동),2014,0,0,0,103,"2,900","211,858",2,"2,900","211,858",0,0,0
2021,대학교,사립,경기,기존,신한대학교,"1,353",55,704,0,0,0,0,0,X,직영(구외),카르멜 4관,2019,0,0,0,0,0,0,0,0,0,55,0,0
2021,대학교,사립,경기,기존,신한대학교,"1,353",4,704,0,0,0,0,0,X,직영(구외),카르멜 4관(8인실),2019,0,0,0,0,0,0,0,0,0,4,0,0
2021,대학교,사립,경기,기존,신한대학교,"1,353",134,704,117,3,0,0,190,X,행복기숙사,카르멜 3관,2019,2,0,"382,576",0,0,0,132,0,"191,288",0,0,0
2021,대학교,사립,경기,기존,신한대학교 _제2캠퍼스,"5,006",100,268,161,18,0,0,172,X,행복기숙사,카르멜 1관,2017,4,0,"230,113",96,0,"230,113",0,0,0,0,0,0
2021,대학교,사립,경기,기존,신한대학교 _제2캠퍼스,"5,006",18,268,0,31,4,0,31,X,직영(구내),카르멜 2관,1994,0,0,0,0,0,0,0,0,0,18,0,"182,609"
2021,대학교,사립,경기,기존,아신대학교,800,54,215,30,50,2,0,88,X,직영(구내),생활관,1999,0,0,0,0,0,0,1,0,"141,818",53,0,"141,818"
2021,대학교,사립,경기,기존,아주대학교,"10,833",155,"2,846",243,0,0,6,551,X,직영(구내),광교관,1997,0,0,0,0,0,0,0,0,0,155,0,"153,750"
2021,대학교,사립,경기,기존,아주대학교,"10,833",139,"2,846",232,0,0,12,690,X,직영(구내),용지관,1989,0,0,0,31,0,"226,641",0,0,0,108,0,"153,750"
2021,대학교,사립,경기,기존,아주대학교,"10,833",204,"2,846",236,93,5,10,806,X,직영(구내),국제학사,2014,0,0,0,204,0,"296,250",0,0,0,0,0,0
2021,대학교,사립,경기,기존,아주대학교,"10,833",152,"2,846",20,93,19,2,148,X,직영(구내),화홍관,1997,10,0,"393,750",94,0,"226,641",0,0,0,48,0,"153,750"
2021,대학교,사립,경기,기존,아주대학교,"10,833",10,"2,846",27,0,0,27,0,X,직영(구외),축구부숙소,1986,0,0,0,0,0,0,0,0,0,10,0,0
2021,대학교,사립,경기,기존,아주대학교,"10,833",174,"2,846",299,0,0,3,311,X,직영(구내),남제관,1976,0,0,0,4,0,"153,750",0,0,0,170,0,"137,578"
2021,대학교,사립,경기,기존,아주대학교,"10,833",54,"2,846",151,0,0,0,151,X,직영(구내),의대별관,1998,0,0,0,3,0,"141,985",4,0,"141,985",47,0,"141,985"
2021,대학교,국립,경북,기존,안동대학교,"5,757",191,"1,797",373,8,1,0,452,O,민자(BTL),솔빛관,2009,0,0,0,191,"1,922","196,491",0,0,0,0,0,0
2021,대학교,국립,경북,기존,안동대학교,"5,757",225,"1,797",900,0,0,0,728,O,직영(구내),가람관,2004,0,0,0,0,0,0,0,0,0,225,"1,922","221,351"
2021,대학교,국립,경북,기존,안동대학교,"5,757",259,"1,797",515,0,0,0,714,O,직영(구내),솔뫼관,2020,3,"1,922","344,595",256,"1,922","216,216",0,0,0,0,0,0
2021,대학교,사립,경기,기존,안양대학교,"4,668",6,124,24,0,0,0,0,X,직영(구내),기숙사3(글로벌빌리지),2008,0,0,0,0,0,0,0,0,0,6,0,0
2021,대학교,사립,경기,기존,안양대학교,"4,668",4,124,10,0,0,10,0,X,직영(구내),기숙사2,1989,0,0,0,2,0,0,0,0,0,2,0,0
2021,대학교,사립,경기,기존,안양대학교,"4,668",6,124,12,0,0,0,0,X,직영(구내),기숙사1,1992,0,0,0,1,0,0,0,0,0,5,0,0
2021,대학교,사립,경기,기존,안양대학교,"4,668",16,124,14,0,0,14,0,X,임차,"엠시티빌1,2",2017,0,0,0,0,0,0,0,0,0,16,0,0
2021,대학교,사립,인천,기존,안양대학교 _제2캠퍼스,361,52,248,81,0,0,0,0,X,직영(구내),강화캠퍼스생활관,2000,0,0,0,0,0,0,0,0,0,52,0,0
2021,대학교,사립,서울,기존,연세대학교,"26,809","1,150","9,661",338,116,0,0,454,X,민자(BTL),송도2학사,2014,0,0,0,354,0,"340,395",796,0,"214,737",0,0,0
2021,대학교,사립,서울,기존,연세대학교,"26,809",142,"9,661",165,12,0,0,285,X,직영(구내),무악3학사,1998,0,0,0,142,0,"227,700",0,0,0,0,0,0
2021,대학교,사립,서울,기존,연세대학교,"26,809",89,"9,661",138,0,0,0,138,X,직영(구내),운동선수기숙사,2004,0,0,0,89,0,0,0,0,0,0,0,0
2021,대학교,사립,서울,기존,연세대학교,"26,809",302,"9,661",482,28,0,0,510,X,민자(BTL),제중학사,2016,0,0,0,302,0,"343,056",0,0,0,0,0,0
2021,대학교,사립,서울,기존,연세대학교,"26,809",174,"9,661",0,0,0,0,0,X,직영(구내),우정원,2014,2,0,"355,200",139,0,"355,200",33,0,"226,800",0,0,0
2021,대학교,사립,서울,기존,연세대학교,"26,809",388,"9,661",0,260,44,0,427,X,민자(BTL),SK국제학사,2010,191,0,"654,546",197,0,"441,818",0,0,0,0,0,0
2021,대학교,사립,서울,기존,연세대학교,"26,809",189,"9,661",214,6,0,0,353,X,민자(BTL),법현학사,2016,2,0,"355,200",187,0,"355,200",0,0,0,0,0,0
2021,대학교,사립,서울,기존,연세대학교,"26,809",12,"9,661",27,0,0,0,27,O,행복기숙사,홍제행복기숙사,2014,0,0,0,10,"3,300","283,350",0,0,0,2,"3,300","214,200"
2021,대학교,사립,서울,기존,연세대학교,"26,809",953,"9,661",158,35,0,0,193,X,직영(구내),송도1학사,2010,0,0,0,335,0,"340,395",618,0,"214,737",0,0,0
2021,대학교,사립,서울,기존,연세대학교,"26,809",250,"9,661",77,23,0,0,387,X,직영(구내),무악2학사,1993,0,0,0,250,0,"221,400",0,0,0,0,0,0
2021,대학교,사립,서울,기존,연세대학교,"26,809",220,"9,661",0,0,0,0,0,X,직영(구내),무악4학사,1998,61,0,"532,500",159,0,"235,800",0,0,0,0,0,0
2021,대학교,사립,서울,기존,연세대학교,"26,809",116,"9,661",0,44,13,0,80,X,직영(구내),국제학사,1988,0,0,0,116,0,"361,488",0,0,0,0,0,0
2021,대학교,사립,서울,기존,연세대학교,"26,809",248,"9,661",34,5,0,0,276,X,직영(구내),무악1학사,1989,0,0,0,248,0,"210,900",0,0,0,0,0,0
2021,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,546",200,"4,344",0,0,0,0,2,X,직영(구내),매지1학사,1984,0,0,0,0,0,0,200,0,"144,510",0,0,0
2021,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,546",287,"4,344",108,3,0,0,4,X,직영(구내),세연(A),2001,4,0,"279,802",140,0,"294,074",143,0,"216,765",0,0,0
2021,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,546",266,"4,344",53,2,0,1,2,X,직영(구내),세연(B),2001,5,0,"279,802",225,0,"294,074",36,0,"216,765",0,0,0
2021,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,546",187,"4,344",0,0,0,0,1,X,직영(구내),매지2학사,1984,0,0,0,0,0,0,187,0,"144,510",0,0,0
2021,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,546",144,"4,344",270,3,0,24,249,X,직영(구내),Murray학사(제3원의학사),2019,0,0,0,144,0,"256,304",0,0,0,0,0,0
2021,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,546",57,"4,344",68,0,0,6,62,X,직영(구내),Judy학사(제2원의학사),1997,39,0,"308,152",18,0,"205,435",0,0,0,0,0,0
2021,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,546",120,"4,344",105,0,0,7,98,X,직영(구내),Anderson학사(제1원의학사),1989,0,0,0,120,0,"205,435",0,0,0,0,0,0
2021,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,546",304,"4,344",180,29,20,44,683,X,직영(구내),청연학사,2009,4,0,"358,598",0,0,0,300,0,"294,074",0,0,0
2021,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,546",100,"4,344",44,28,11,28,246,X,직영(구내),매지3학사,1994,0,0,0,0,0,0,0,0,0,100,0,"140,347"
2021,대학교,사립,경북,기존,영남대학교,"22,407",45,"3,378",60,0,0,21,39,X,직영(구내),고시원(계림원),1994,0,0,0,0,0,0,45,0,"97,826",0,0,0
2021,대학교,사립,경북,기존,영남대학교,"22,407",56,"3,378",105,0,0,1,104,O,직영(구내),승리관,2005,0,0,0,0,0,0,56,"1,268",0,0,0,0
2021,대학교,사립,경북,기존,영남대학교,"22,407",392,"3,378",560,0,0,4,760,X,직영(구내),"생활관(향토관,기독생활관)",2008,0,0,0,392,0,"249,000",0,0,0,0,0,0
2021,대학교,사립,경북,기존,영남대학교,"22,407",31,"3,378",0,0,0,0,0,X,직영(구내),생활관D동(호연관),1976,0,0,0,31,0,"171,000",0,0,0,0,0,0
2021,대학교,사립,경북,기존,영남대학교,"22,407",75,"3,378",120,0,0,12,615,X,직영(구내),생활관B동(화랑관),1988,0,0,0,10,0,"165,000",0,0,0,65,0,"153,000"
2021,대학교,사립,경북,기존,영남대학교,"22,407",77,"3,378",85,0,0,9,425,X,직영(구내),생활관E동(양현재),1994,0,0,0,54,0,"195,000",0,0,0,23,0,"189,000"
2021,대학교,사립,경북,기존,영남대학교,"22,407",155,"3,378",235,0,0,2,672,X,직영(구내),생활관H동(예지관),2003,0,0,0,155,0,"195,000",0,0,0,0,0,0
2021,대학교,사립,경북,기존,영남대학교,"22,407",129,"3,378",150,0,0,1,559,X,직영(구내),생활관F동(예원관),1999,0,0,0,129,0,"192,000",0,0,0,0,0,0
2021,대학교,사립,경북,기존,영남대학교,"22,407",57,"3,378",61,0,0,0,247,X,직영(구내),생활관A동(청운관),1981,0,0,0,57,0,"189,000",0,0,0,0,0,0
2021,대학교,사립,경북,기존,영남대학교,"22,407",155,"3,378",260,0,0,5,690,X,직영(구내),생활관G동(성지관),2003,0,0,0,155,0,"195,000",0,0,0,0,0,0
2021,대학교,사립,경북,기존,영남대학교,"22,407",121,"3,378",49,68,14,90,96,X,행복기숙사,경북글로벌교류센터,2014,2,0,"442,286",119,0,"221,143",0,0,0,0,0,0
2021,대학교,사립,경북,기존,영남대학교,"22,407",86,"3,378",56,0,0,3,53,X,직영(구내),법학전문대학원 생활관,2007,0,0,0,86,0,"367,714",0,0,0,0,0,0
2021,대학교,사립,경북,기존,영남대학교,"22,407",70,"3,378",120,0,0,5,591,X,직영(구내),생활관C동(덕선관),1988,0,0,0,7,0,"165,000",0,0,0,63,0,"153,000"
2021,대학교,사립,경북,기존,영남대학교,"22,407",40,"3,378",33,0,0,5,32,X,직영(구내),영남대학교 의과대학 부속 학생생활관,1986,1,0,"322,073",39,0,"322,073",0,0,0,0,0,0
2021,대학교,사립,경북,기존,영남신학대학교,762,76,368,0,0,0,0,0,X,직영(구내),이상근기념관,2015,2,0,0,0,0,0,74,0,"124,554",0,0,0
2021,대학교,사립,경북,기존,영남신학대학교,762,42,368,12,5,0,0,17,X,직영(구내),감람원,2007,6,0,0,3,0,0,0,0,0,33,0,"124,554"
2021,대학교,사립,경남,기존,영산대학교,"2,482",88,780,239,0,0,2,237,O,직영(구내),G-1동(제2학생생활관),2003,0,0,0,0,0,0,0,0,0,88,"4,300","127,636"
2021,대학교,사립,경남,기존,영산대학교,"2,482",20,780,82,0,0,2,80,X,직영(구내),B동(홍익1관),2000,0,0,0,0,0,0,3,0,"68,478",17,0,"68,478"
2021,대학교,사립,경남,기존,영산대학교,"2,482",26,780,34,0,0,3,31,O,직영(구내),L동(제1기숙사-고시반),2002,0,0,0,0,0,0,0,0,0,26,"4,300","127,636"
2021,대학교,사립,경남,기존,영산대학교,"2,482",17,780,66,0,0,6,60,O,직영(구내),L동(제1생활관),2002,0,0,0,0,0,0,0,0,0,17,"4,300","127,636"
2021,대학교,사립,경남,기존,영산대학교,"2,482",72,780,132,0,0,4,128,O,직영(구내),G-2동(제3학생생활관),2007,9,"4,300","270,546",55,"4,300","230,727",8,"4,300","204,082",0,0,0
2021,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,"3,663",12,770,0,0,0,0,0,X,직영(구외),교외생활관,1993,6,0,"227,679",6,0,"200,893",0,0,0,0,0,0
2021,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,"3,663",113,770,182,60,26,125,642,O,직영(구내),H동(제1생활관),1997,0,0,0,9,"4,300","226,607",0,0,0,104,"4,300","126,871"
